src_entity_id,src_entity_type,tar_entity_id,tar_entity_type,relation_label_id,relation_type,relation_label_repr,event_id,event_trigger,event_type,event_time,tar_entity_match_text,tar_entity_match_pattern_type
1068385689,PullRequestReviewComment,855649284,IssueComment,29,Reference,PullRequestReviewComment_unknown_UnknownFromBodyRef,26393209386,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-12 17:11:24,https://github.com/elastic/elasticsearch/pull/70191#issuecomment-855649284,Issue_PR
1068385689,PullRequestReviewComment,2344308,Actor,29,Reference,PullRequestReviewComment_unknown_UnknownFromBodyRef,26393209386,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-12 17:11:24,@ywangd,Actor
1069500570,PullRequestReviewComment,4357326,Actor,27,EventAction,PullRequestReviewComment_CreatedBy_Actor,26413352730,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-13 14:05:29,,
1069500570,PullRequestReviewComment,1247692190,PullRequestReview,28,EventAction,PullRequestReviewComment_CommentedOnReview_PullRequestReview,26413352730,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-13 14:05:29,,
1069730118,PullRequestReviewComment,4357326,Actor,27,EventAction,PullRequestReviewComment_CreatedBy_Actor,26417774729,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-13 17:20:44,,
1069730118,PullRequestReviewComment,1248084908,PullRequestReview,28,EventAction,PullRequestReviewComment_CommentedOnReview_PullRequestReview,26417774729,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-13 17:20:44,,
1080636009,PullRequestReviewComment,4357326,Actor,27,EventAction,PullRequestReviewComment_CreatedBy_Actor,26518095320,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-18 22:37:00,,
1080636009,PullRequestReviewComment,1260885729,PullRequestReview,28,EventAction,PullRequestReviewComment_CommentedOnReview_PullRequestReview,26518095320,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-18 22:37:00,,
1080636009,PullRequestReviewComment,,Obj,29,Reference,PullRequestReviewComment_unknown_UnknownFromBodyRef,26518095320,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-18 22:37:00,https://github.com/elastic/elasticsearch/blob/2ca52e530a1e799361f22925f480455621a2d2f3/build-tools-internal/src/main/groovy/elasticsearch.fips.gradle#L63,GitHub_Files
1080636950,PullRequestReviewComment,4357326,Actor,27,EventAction,PullRequestReviewComment_CreatedBy_Actor,26518095367,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-18 22:38:12,,
1080636950,PullRequestReviewComment,1260885729,PullRequestReview,28,EventAction,PullRequestReviewComment_CommentedOnReview_PullRequestReview,26518095367,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-18 22:38:12,,
1082755918,PullRequestReviewComment,4357326,Actor,27,EventAction,PullRequestReviewComment_CreatedBy_Actor,26561518834,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-20 16:14:26,,
1082755918,PullRequestReviewComment,1263937282,PullRequestReview,28,EventAction,PullRequestReviewComment_CommentedOnReview_PullRequestReview,26561518834,PullRequestReviewCommentEvent::action=created,PullRequestReviewCommentEvent,2023-01-20 16:14:26,,
